"filename" "tajima_d" "missing_data" "missing_type" "vcf_source" "max_pi_vcftools"
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.38.vcf.gz.Tajima.D" 1.29779 0.38 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.38.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.39.vcf.gz.Tajima.D" 1.27306 0.39 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.39.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.4.vcf.gz.Tajima.D" 1.30348 0.4 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.4.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.41.vcf.gz.Tajima.D" 1.32905 0.41 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.41.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.42.vcf.gz.Tajima.D" 1.32075 0.42 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.42.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.43.vcf.gz.Tajima.D" 1.34593 0.43 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.43.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.44.vcf.gz.Tajima.D" 1.34584 0.44 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.44.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.45.vcf.gz.Tajima.D" 1.31055 0.45 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.45.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.46.vcf.gz.Tajima.D" 1.37127 0.46 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.46.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.47.vcf.gz.Tajima.D" 1.37645 0.47 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.47.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.48.vcf.gz.Tajima.D" 1.38636 0.48 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.48.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.49.vcf.gz.Tajima.D" 1.42352 0.49 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.49.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.5.vcf.gz.Tajima.D" 1.40386 0.5 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.5.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.51.vcf.gz.Tajima.D" 1.42924 0.51 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.51.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.52.vcf.gz.Tajima.D" 1.4077 0.52 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.52.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.53.vcf.gz.Tajima.D" 1.46727 0.53 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.53.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.54.vcf.gz.Tajima.D" 1.48829 0.54 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.54.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.55.vcf.gz.Tajima.D" 1.48756 0.55 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.55.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.56.vcf.gz.Tajima.D" 1.50437 0.56 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.56.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.57.vcf.gz.Tajima.D" 1.46311 0.57 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.57.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.58.vcf.gz.Tajima.D" 1.56378 0.58 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.58.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.59.vcf.gz.Tajima.D" 1.54728 0.59 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.59.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.6.vcf.gz.Tajima.D" 1.58273 0.6 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.6.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.61.vcf.gz.Tajima.D" 1.68269 0.61 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.61.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.62.vcf.gz.Tajima.D" 1.68353 0.62 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.62.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.63.vcf.gz.Tajima.D" 1.66459 0.63 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.63.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.64.vcf.gz.Tajima.D" 1.639 0.64 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.64.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.65.vcf.gz.Tajima.D" 1.70548 0.65 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.65.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.66.vcf.gz.Tajima.D" 1.8258 0.66 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.66.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.67.vcf.gz.Tajima.D" 1.77773 0.67 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.67.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.68.vcf.gz.Tajima.D" 1.82372 0.68 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.68.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.69.vcf.gz.Tajima.D" 1.79103 0.69 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.69.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.7.vcf.gz.Tajima.D" 1.86121 0.7 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.7.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.71.vcf.gz.Tajima.D" 1.88733 0.71 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.71.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.72.vcf.gz.Tajima.D" 1.90496 0.72 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.72.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.73.vcf.gz.Tajima.D" 1.91287 0.73 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.73.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.74.vcf.gz.Tajima.D" 1.94514 0.74 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.74.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.75.vcf.gz.Tajima.D" 1.93292 0.75 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.75.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.76.vcf.gz.Tajima.D" 2.00732 0.76 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.76.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.77.vcf.gz.Tajima.D" 2.00217 0.77 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.77.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.78.vcf.gz.Tajima.D" 2.0251 0.78 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.78.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.79.vcf.gz.Tajima.D" 2.09504 0.79 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.79.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.8.vcf.gz.Tajima.D" 2.18943 0.8 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.8.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.81.vcf.gz.Tajima.D" 2.20417 0.81 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.81.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.82.vcf.gz.Tajima.D" 2.28831 0.82 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.82.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.83.vcf.gz.Tajima.D" 2.32406 0.83 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.83.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.84.vcf.gz.Tajima.D" 2.41548 0.84 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.84.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.85.vcf.gz.Tajima.D" 2.47572 0.85 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.85.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.86.vcf.gz.Tajima.D" 2.55937 0.86 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.86.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.87.vcf.gz.Tajima.D" 2.60002 0.87 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.87.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.88.vcf.gz.Tajima.D" 2.64292 0.88 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.88.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.89.vcf.gz.Tajima.D" 2.8164 0.89 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.89.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.9.vcf.gz.Tajima.D" 2.93969 0.9 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.9.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.91.vcf.gz.Tajima.D" 3.01735 0.91 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.91.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.92.vcf.gz.Tajima.D" 3.08825 0.92 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.92.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.93.vcf.gz.Tajima.D" 3.31117 0.93 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.93.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.94.vcf.gz.Tajima.D" 3.44448 0.94 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.94.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.95.vcf.gz.Tajima.D" 3.7156 0.95 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.95.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.96.vcf.gz.Tajima.D" 3.93244 0.96 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.96.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.97.vcf.gz.Tajima.D" 4.16744 0.97 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.97.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.98.vcf.gz.Tajima.D" 4.44522 0.98 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.98.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.99.vcf.gz.Tajima.D" 4.96285 0.99 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_19_invar_missing_genos=0.99.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.01.vcf.gz.Tajima.D" 0.0653481 0.01 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.01.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.02.vcf.gz.Tajima.D" 0.0728136 0.02 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.02.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.03.vcf.gz.Tajima.D" 0.0808857 0.03 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.03.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.04.vcf.gz.Tajima.D" 0.078987 0.04 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.04.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.05.vcf.gz.Tajima.D" 0.0931254 0.05 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.05.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.06.vcf.gz.Tajima.D" 0.0911646 0.06 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.06.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.07.vcf.gz.Tajima.D" 0.0960749 0.07 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.07.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.08.vcf.gz.Tajima.D" 0.113412 0.08 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.08.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.09.vcf.gz.Tajima.D" 0.0994608 0.09 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.09.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.1.vcf.gz.Tajima.D" 0.112289 0.1 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.1.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.11.vcf.gz.Tajima.D" 0.108978 0.11 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.11.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.12.vcf.gz.Tajima.D" 0.135098 0.12 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.12.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.13.vcf.gz.Tajima.D" 0.142182 0.13 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.13.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.14.vcf.gz.Tajima.D" 0.164563 0.14 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.14.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.15.vcf.gz.Tajima.D" 0.16511 0.15 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.15.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.16.vcf.gz.Tajima.D" 0.145571 0.16 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.16.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.17.vcf.gz.Tajima.D" 0.167883 0.17 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.17.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.18.vcf.gz.Tajima.D" 0.16141 0.18 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.18.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.19.vcf.gz.Tajima.D" 0.196835 0.19 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.19.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.2.vcf.gz.Tajima.D" 0.191389 0.2 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.2.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.21.vcf.gz.Tajima.D" 0.205317 0.21 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.21.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.22.vcf.gz.Tajima.D" 0.18135 0.22 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.22.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.23.vcf.gz.Tajima.D" 0.221859 0.23 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.23.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.24.vcf.gz.Tajima.D" 0.221869 0.24 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.24.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.25.vcf.gz.Tajima.D" 0.252706 0.25 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.25.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.26.vcf.gz.Tajima.D" 0.238798 0.26 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.26.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.27.vcf.gz.Tajima.D" 0.251959 0.27 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.27.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.28.vcf.gz.Tajima.D" 0.247985 0.28 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.28.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.29.vcf.gz.Tajima.D" 0.29377 0.29 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_2_invar_missing_genos=0.29.vcf.gz" NA
